,Nx,val,name,reference
0,1,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
1,2,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
2,3,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
3,4,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
4,5,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
5,6,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
6,7,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
7,8,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
8,9,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
9,10,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
10,11,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
11,12,1531933,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
12,13,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
13,14,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
14,15,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
15,16,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
16,17,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
17,18,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
18,19,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
19,20,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
20,21,1091291,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
21,22,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
22,23,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
23,24,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
24,25,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
25,26,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
26,27,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
27,28,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
28,29,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
29,30,1090940,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
30,31,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
31,32,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
32,33,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
33,34,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
34,35,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
35,36,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
36,37,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
37,38,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
38,39,1078177,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
39,40,948066,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
40,41,948066,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
41,42,948066,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
42,43,948066,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
43,44,948066,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
44,45,948066,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
45,46,948066,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
46,47,948066,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
47,48,924431,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
48,49,924431,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
49,50,924431,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
50,51,924431,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
51,52,924431,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
52,53,924431,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
53,54,924431,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
54,55,813184,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
55,56,813184,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
56,57,813184,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
57,58,813184,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
58,59,813184,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
59,60,813184,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
60,61,813184,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
61,62,784333,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
62,63,784333,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
63,64,784333,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
64,65,784333,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
65,66,784333,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
66,67,784333,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
67,68,745751,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
68,69,745751,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
69,70,745751,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
70,71,745751,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
71,72,745751,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
72,73,745751,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
73,74,745751,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
74,75,666816,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
75,76,666816,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
76,77,666816,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
77,78,666816,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
78,79,666816,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
79,80,576874,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
80,81,576874,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
81,82,576874,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
82,83,576874,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
83,84,576874,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
84,85,562643,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
85,86,562643,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
86,87,562643,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
87,88,562643,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
88,89,439888,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
89,90,439888,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
90,91,439888,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
91,92,439888,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
92,93,316620,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
93,94,316620,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
94,95,316620,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
95,96,270161,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
96,97,270161,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
97,98,230218,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
98,99,230218,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
99,100,85779,Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,True
100,1,217632,scerevisiae_05x_flye.ctg.fa,False
101,2,165609,scerevisiae_05x_flye.ctg.fa,False
102,3,165609,scerevisiae_05x_flye.ctg.fa,False
103,4,153671,scerevisiae_05x_flye.ctg.fa,False
104,5,150046,scerevisiae_05x_flye.ctg.fa,False
105,6,143359,scerevisiae_05x_flye.ctg.fa,False
106,7,139628,scerevisiae_05x_flye.ctg.fa,False
107,8,133354,scerevisiae_05x_flye.ctg.fa,False
108,9,133354,scerevisiae_05x_flye.ctg.fa,False
109,10,129089,scerevisiae_05x_flye.ctg.fa,False
110,11,127360,scerevisiae_05x_flye.ctg.fa,False
111,12,123995,scerevisiae_05x_flye.ctg.fa,False
112,13,116616,scerevisiae_05x_flye.ctg.fa,False
113,14,111672,scerevisiae_05x_flye.ctg.fa,False
114,15,101126,scerevisiae_05x_flye.ctg.fa,False
115,16,99284,scerevisiae_05x_flye.ctg.fa,False
116,17,97680,scerevisiae_05x_flye.ctg.fa,False
117,18,96648,scerevisiae_05x_flye.ctg.fa,False
118,19,96390,scerevisiae_05x_flye.ctg.fa,False
119,20,93798,scerevisiae_05x_flye.ctg.fa,False
120,21,92750,scerevisiae_05x_flye.ctg.fa,False
121,22,92613,scerevisiae_05x_flye.ctg.fa,False
122,23,88740,scerevisiae_05x_flye.ctg.fa,False
123,24,88665,scerevisiae_05x_flye.ctg.fa,False
124,25,85123,scerevisiae_05x_flye.ctg.fa,False
125,26,83774,scerevisiae_05x_flye.ctg.fa,False
126,27,82591,scerevisiae_05x_flye.ctg.fa,False
127,28,80829,scerevisiae_05x_flye.ctg.fa,False
128,29,80500,scerevisiae_05x_flye.ctg.fa,False
129,30,78740,scerevisiae_05x_flye.ctg.fa,False
130,31,74292,scerevisiae_05x_flye.ctg.fa,False
131,32,70549,scerevisiae_05x_flye.ctg.fa,False
132,33,69227,scerevisiae_05x_flye.ctg.fa,False
133,34,68079,scerevisiae_05x_flye.ctg.fa,False
134,35,67870,scerevisiae_05x_flye.ctg.fa,False
135,36,66375,scerevisiae_05x_flye.ctg.fa,False
136,37,65365,scerevisiae_05x_flye.ctg.fa,False
137,38,62332,scerevisiae_05x_flye.ctg.fa,False
138,39,57893,scerevisiae_05x_flye.ctg.fa,False
139,40,57127,scerevisiae_05x_flye.ctg.fa,False
140,41,56663,scerevisiae_05x_flye.ctg.fa,False
141,42,55779,scerevisiae_05x_flye.ctg.fa,False
142,43,54100,scerevisiae_05x_flye.ctg.fa,False
143,44,53354,scerevisiae_05x_flye.ctg.fa,False
144,45,51652,scerevisiae_05x_flye.ctg.fa,False
145,46,48681,scerevisiae_05x_flye.ctg.fa,False
146,47,47705,scerevisiae_05x_flye.ctg.fa,False
147,48,46490,scerevisiae_05x_flye.ctg.fa,False
148,49,46219,scerevisiae_05x_flye.ctg.fa,False
149,50,45140,scerevisiae_05x_flye.ctg.fa,False
150,51,43519,scerevisiae_05x_flye.ctg.fa,False
151,52,43093,scerevisiae_05x_flye.ctg.fa,False
152,53,42789,scerevisiae_05x_flye.ctg.fa,False
153,54,40034,scerevisiae_05x_flye.ctg.fa,False
154,55,39487,scerevisiae_05x_flye.ctg.fa,False
155,56,38225,scerevisiae_05x_flye.ctg.fa,False
156,57,38005,scerevisiae_05x_flye.ctg.fa,False
157,58,37556,scerevisiae_05x_flye.ctg.fa,False
158,59,37234,scerevisiae_05x_flye.ctg.fa,False
159,60,35991,scerevisiae_05x_flye.ctg.fa,False
160,61,35453,scerevisiae_05x_flye.ctg.fa,False
161,62,34401,scerevisiae_05x_flye.ctg.fa,False
162,63,31445,scerevisiae_05x_flye.ctg.fa,False
163,64,29844,scerevisiae_05x_flye.ctg.fa,False
164,65,28736,scerevisiae_05x_flye.ctg.fa,False
